ID	ICON	技能等级	职业	等级限制	修炼次数	消耗金钱	攻击	防御	暴击	闪避	忽视进攻	忽视防御	减免率	减免几率	连击伤害	连击几率	吸收率	吸收几率	吸血率	吸血几率	生命条件	攻击提升	反伤率	反伤几率	技能描述	技能名字	自己技能动画	对方技能动画
101	1	23	2	240	215	32428	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	24	2	260	220	35819	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	25	2	280	225	39565	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	26	2	300	230	43702	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	27	2	320	235	48275	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	28	2	340	240	53329	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	29	2	360	245	58913	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	30	2	380	250	65084	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	31	2	400	255	71900	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	32	2	420	260	79432	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	33	2	440	265	87756	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	34	2	460	270	96950	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
101	1	35	2	480	275	107108	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.110	name.skill.110		
102	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.111		
102	5	1	2	12	20	318	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.111	name.skill.111		
102	5	2	2	22	30	513	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.112	name.skill.112		
102	5	3	2	32	40	829	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.113	name.skill.113		
102	5	4	2	42	50	1345	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.114	name.skill.114		
102	5	5	2	52	60	2185	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.115	name.skill.115		
102	5	6	2	62	80	3554	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.116	name.skill.116		
102	5	7	2	72	100	5616	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.117	name.skill.117		
102	5	8	2	77	120	6198	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.118	name.skill.118		
102	5	9	2	82	140	6840	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.119	name.skill.119		
102	5	10	2	87	180	7550	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	11	2	92	185	8335	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	12	2	102	190	10056	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	13	2	112	195	11101	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	14	2	122	200	12258	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	15	2	132	205	13536	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	16	2	142	210	14948	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	17	2	152	215	16506	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	18	2	162	220	18228	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	19	2	172	225	20130	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	20	2	182	230	22231	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	21	2	202	235	26847	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	22	2	222	240	29652	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	23	2	242	245	32752	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	24	2	262	250	36177	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	25	2	282	255	39960	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	26	2	302	260	44139	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	27	2	322	265	48758	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	28	2	342	270	53862	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	29	2	362	275	59503	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	30	2	382	280	65736	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	31	2	402	285	72620	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	32	2	422	290	80228	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	33	2	442	295	88634	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	34	2	462	300	97921	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
102	5	35	2	482	305	108181	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.120	name.skill.120		
103	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.121	41TSHT_Myself	42TSHT_Others
103	3	1	2	14	50	349	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	tip.skill.121	name.skill.121	41TSHT_Myself	42TSHT_Others
103	3	2	2	24	60	564	0	0	0	0	0	0	12	20	0	0	0	0	0	0	0	0	0	0	tip.skill.122	name.skill.122	41TSHT_Myself	42TSHT_Others
103	3	3	2	34	70	913	0	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0	tip.skill.123	name.skill.123	41TSHT_Myself	42TSHT_Others
103	3	4	2	44	80	1482	0	0	0	0	0	0	16	20	0	0	0	0	0	0	0	0	0	0	tip.skill.124	name.skill.124	41TSHT_Myself	42TSHT_Others
103	3	5	2	54	90	2408	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	tip.skill.125	name.skill.125	41TSHT_Myself	42TSHT_Others
103	3	6	2	64	120	3917	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	tip.skill.126	name.skill.126	41TSHT_Myself	42TSHT_Others
103	3	7	2	74	140	5842	0	0	0	0	0	0	22	20	0	0	0	0	0	0	0	0	0	0	tip.skill.127	name.skill.127	41TSHT_Myself	42TSHT_Others
103	3	8	2	79	160	6447	0	0	0	0	0	0	24	20	0	0	0	0	0	0	0	0	0	0	tip.skill.128	name.skill.128	41TSHT_Myself	42TSHT_Others
103	3	9	2	84	180	7115	0	0	0	0	0	0	26	20	0	0	0	0	0	0	0	0	0	0	tip.skill.129	name.skill.129	41TSHT_Myself	42TSHT_Others
103	3	10	2	89	230	7855	0	0	0	0	0	0	30	20	0	0	0	0	0	0	0	0	0	0	tip.skill.130	name.skill.130	41TSHT_Myself	42TSHT_Others
104	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.131	35LTZN_MySelf	36LTZN_Others
104	7	1	2	16	100	384	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	tip.skill.131	name.skill.131	35LTZN_MySelf	36LTZN_Others
104	7	2	2	26	120	621	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	tip.skill.132	name.skill.132	35LTZN_MySelf	36LTZN_Others
104	7	3	2	36	140	1005	0	0	0	0	0	0	0	0	15	20	0	0	0	0	0	0	0	0	tip.skill.133	name.skill.133	35LTZN_MySelf	36LTZN_Others
104	7	4	2	46	160	1633	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	tip.skill.134	name.skill.134	35LTZN_MySelf	36LTZN_Others
104	7	5	2	56	180	2654	0	0	0	0	0	0	0	0	25	20	0	0	0	0	0	0	0	0	tip.skill.135	name.skill.135	35LTZN_MySelf	36LTZN_Others
104	7	6	2	66	220	4317	0	0	0	0	0	0	0	0	30	20	0	0	0	0	0	0	0	0	tip.skill.136	name.skill.136	35LTZN_MySelf	36LTZN_Others
104	7	7	2	76	260	6077	0	0	0	0	0	0	0	0	35	20	0	0	0	0	0	0	0	0	tip.skill.137	name.skill.137	35LTZN_MySelf	36LTZN_Others
104	7	8	2	81	300	6706	0	0	0	0	0	0	0	0	40	20	0	0	0	0	0	0	0	0	tip.skill.138	name.skill.138	35LTZN_MySelf	36LTZN_Others
104	7	9	2	86	340	7402	0	0	0	0	0	0	0	0	45	20	0	0	0	0	0	0	0	0	tip.skill.139	name.skill.139	35LTZN_MySelf	36LTZN_Others
104	7	10	2	91	400	8172	0	0	0	0	0	0	0	0	50	20	0	0	0	0	0	0	0	0	tip.skill.140	name.skill.140	35LTZN_MySelf	36LTZN_Others
105	9	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.141		
105	9	1	2	18	200	423	50	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.141	name.skill.141		
105	9	2	2	28	230	684	55	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.142	name.skill.142		
105	9	3	2	38	260	1107	60	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.143	name.skill.143		
105	9	4	2	48	290	1799	65	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.144	name.skill.144		
105	9	5	2	58	320	2925	70	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.145	name.skill.145		
105	9	6	2	68	350	4758	75	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.146	name.skill.146		
105	9	7	2	78	380	6321	80	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.147	name.skill.147		
105	9	8	2	83	410	6976	85	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.148	name.skill.148		
105	9	9	2	88	440	7701	90	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.149	name.skill.149		
105	9	10	2	93	500	8501	100	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	11	2	98	505	9384	100	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	12	2	108	510	10671	105	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	13	2	118	515	11782	110	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	14	2	128	520	13009	115	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	15	2	138	525	14366	120	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	16	2	148	530	15864	125	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	17	2	158	535	17519	130	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	18	2	168	540	19346	135	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	19	2	178	545	21366	140	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	20	2	188	550	23596	150	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	21	2	208	555	27659	155	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	22	2	228	560	30550	160	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	23	2	248	565	33744	165	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	24	2	268	570	37272	170	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	25	2	288	575	41169	175	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	26	2	308	580	45477	180	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	27	2	328	585	50236	185	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	28	2	348	590	55496	190	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	29	2	368	595	61308	195	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	30	2	388	600	67729	200	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	31	2	408	605	74823	205	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	32	2	428	610	82664	210	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	33	2	448	615	91324	215	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	34	2	468	620	100892	220	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
105	9	35	2	488	625	111464	225	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.150	name.skill.150		
106	11	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.151		
106	11	1	2	20	300	466	0	50	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.151	name.skill.151		
106	11	2	2	30	350	753	0	55	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.152	name.skill.152		
106	11	3	2	40	400	1220	0	60	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.153	name.skill.153		
106	11	4	2	50	450	1982	0	65	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.154	name.skill.154		
106	11	5	2	60	500	3224	0	70	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.155	name.skill.155		
106	11	6	2	70	550	5244	0	75	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.156	name.skill.156		
106	11	7	2	80	600	6575	0	80	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.157	name.skill.157		
106	11	8	2	85	650	7257	0	85	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.158	name.skill.158		
106	11	9	2	90	700	8012	0	90	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.159	name.skill.159		
106	11	10	2	95	800	8844	0	100	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	11	2	100	805	9762	0	100	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	12	2	110	810	10884	0	105	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	13	2	120	815	12017	0	110	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	14	2	130	820	13270	0	115	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	15	2	140	825	14654	0	120	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	16	2	150	830	16182	0	125	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	17	2	160	835	17870	0	130	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	18	2	170	840	19734	0	135	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	19	2	180	845	21794	0	140	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	20	2	190	850	24069	0	150	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	21	2	210	855	27935	0	155	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	22	2	230	860	30855	0	160	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	23	2	250	865	34081	0	165	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	24	2	270	870	37645	0	170	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	25	2	290	875	41580	0	175	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	26	2	310	880	45932	0	180	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	27	2	330	885	50739	0	185	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	28	2	350	890	56051	0	190	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	29	2	370	895	61922	0	195	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	30	2	390	900	68407	0	200	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	31	2	410	905	75572	0	205	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	32	2	430	910	83492	0	210	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	33	2	450	915	92238	0	215	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	34	2	470	920	101902	0	220	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
106	11	35	2	490	925	112581	0	225	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.160	name.skill.160		
201	13	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.100	name.skill.201		
201	13	1	1	10	5	253	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.201	name.skill.201		
201	13	2	1	20	10	466	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.202	name.skill.202		
201	13	3	1	30	20	753	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.203	name.skill.203		
201	13	4	1	40	30	1220	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.204	name.skill.204		
201	13	5	1	50	40	1982	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.205	name.skill.205		
201	13	6	1	60	60	3224	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.206	name.skill.206		
201	13	7	1	70	80	5244	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.207	name.skill.207		
201	13	8	1	75	100	5958	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.208	name.skill.208		
201	13	9	1	80	120	6575	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.209	name.skill.209		
201	13	10	1	85	150	7257	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	11	1	90	155	8012	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	12	1	100	160	9762	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	13	1	110	165	10884	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	14	1	120	170	12017	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	15	1	130	175	13270	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	16	1	140	180	14654	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	17	1	150	185	16182	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	18	1	160	190	17870	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	19	1	170	195	19734	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	20	1	180	200	21794	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	21	1	200	205	26582	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	22	1	220	210	29359	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	23	1	240	215	32428	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	24	1	260	220	35819	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	25	1	280	225	39565	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	26	1	300	230	43702	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	27	1	320	235	48275	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	28	1	340	240	53329	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	29	1	360	245	58913	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	30	1	380	250	65084	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
201	13	31	1	400	255	71900	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tip.skill.210	name.skill.210		
